tweet_id,tweet_created_at_ts,user_screen_name,user_location,tweet_place_name,tweet_place_country_code,tweet_text
1069059789571977216,1543718690,docko_924,Ireland,Dublin City,IE,I am not a well person
1069050016860381184,1543716360,vicbrunton99,"Dublin City, Ireland",Dublin City,IE,Tis the season to be a quirky gorl I LuV BouNtys YUMMMY the b e s t celebration- no best ANYTHINGEVERYTHING ever. I breathe sleep eat them ha don’t @@@@@ me
1068872346109440001,1543674000,DannyAFC91,"Wexford, Ireland",Wexford,IE,@Leeroy_Westcott @AsylumTommy @MatchroomBoxing He's not going to shag you
1068875454097051654,1543674741,Cokeeffe1,Clonakilty Co.Cork Ireland,Cork,IE,@SkyBet tried 4 times to back Baveur d’air at enhanced 6/4 on the off and failed 4 times due to technical difficulties...Great service 👍👏
1068874330040340480,1543674473,Flemo0017,"Dublin, Ireland",Fingal,IE,@JBEddison Useless
1068995327322144776,1543703321,MHMcGeehan,Ireland,Meath,IE,"@EggandChick @ChefNetworkIRL @ClaytonCardiffL @niall_hill @Stevehol85 @ninibrennan @AnnetteSweenITT @ElbowLaneCork @UlrichHoeche @JulianneForres2 @Dalatahotels Sorry I missed it, were you all doing insights? Bet that was interesting. Would of loved to have been there"
1068988356376317955,1543701659,muiriosa80,"Dublin City, Ireland",Dublin City,IE,https://t.co/zcijldWABu
1068957385656582145,1543694275,DaithiOLaoi,"Dublin , Ireland",Dublin City,IE,@amanda_damanda Unbelievable collage of tweets 👏👏
1068945238956408832,1543691379,aylivex,"Bray, Ireland",Wicklow,IE,"Неделя была сложная: каждый день в офисе, потому что начальство приезжало. Пришлось пропустить все свои занятия."
1068947206051454977,1543691848,DrMarkRowe,Ireland,Dublin City,IE,"You have to start if you want to be great. 

🙏❤️🦋📘

#SaturdayMotivation 
#SaturdayThoughts
#Greatness
#Shakespeare https://t.co/JWH6zfcBDQ"
1068950553131143168,1543692646,MarkMcFarlane29,"Dublin, Ireland",Dublin City,IE,@PaulMJ875 @CantBeFuckedPal
1068963148630319105,1543695649,paulinegalway,"Galway, Ireland",Galway,IE,Galway Greens marching with our colleagues young and not so young imploring the government to take action #HousingForAll https://t.co/Njey0f4LU7
1068969876264493056,1543697253,OneFineDay_ie,"Dublin, Ireland",West Meath,IE,Our co-founder @KZapponeTD was in @an_cosan Tallaght this week to launch the Rainbow House Early Years #STEM Programme #Tech4Good #Innovation
1068965514205163521,1543696213,HesahAlHajeri,Ireland | الكويت,Dun Laoghaire-Rathdown,IE,https://t.co/MPlMKlmcZp
1069048431405146113,1543715982,derek37656,trim co meath ireland,Meath,IE,@SimonCowell  @Louis_Tomlinson cop yourself on and put a suit on 2morrow night respect the show WHERE you came from😝🙂💪#dontforget
1068801751808188417,1543657169,Tpsgreen0178,"South Dublin, Ireland",Dublin City,IE,Last day to grab your advent calendars!! @ The Perfume Shop https://t.co/119mJRz45e
1068803807004540928,1543657659,karin_isabella,"South Dublin, Ireland",Dun Laoghaire-Rathdown,IE,"❄️❄️❄️❄️❄️❄️❄️
☃️🤶🏼🦌🎅🏽🐿🎄🦃
“January, February (Last Month of the Year)"" by Elizabeth Mitchell and F... https://t.co/Kv5HK560w2 via @YouTube"
1068796370516041729,1543655886,tmj_dub_it,"Dublin, Ireland",Dublin City,IE,"Join the DELL team! See our latest #job opening here: https://t.co/rFLFrL9I57 #DellJobs #IT Dublin, County Dublin #Hiring #CareerArc"
1068816578643402752,1543660704,Stephanieph3,"Cork, Ireland",Cork,IE,@aoife_coll1 Euro Giant Oliver plunkett Street is hiring and is 9.55 an hour &lt;3 if ur lookin xxxx
1068817719498338304,1543660976,NeighbourFoodIE,Ireland and the UK,Cork,IE,"@elbowlanecork is one of Cork’s best eateries but they are also a microbrewery and fire cooking specialists, all done in-house on Oliver Plunkett Street.

We are delighted to be the only… https://t.co/KCU0sIJ6ut"
1068809301542821888,1543658969,iseultcody,"Dublin, Ireland",Dun Laoghaire-Rathdown,IE,I feel a PI claim coming on .. https://t.co/7go7aIis6v
