open /mnt/nfs/media/archiveteam-twitter-stream-2018-11/twitter-2018-11-*.tar: no such file or directory
tweet_id,tweet_created_at_ts,user_screen_name,user_location,tweet_place_name,tweet_place_country_code,tweet_text
1058162006312845312,1541120456,cheloneill,"Dublin, Ireland",Dun Laoghaire-Rathdown,IE,@elaine96 imagine if they did!!!
1058164321568673792,1541121008,kingdazza2014,Ireland,West Meath,IE,@Xbox follow me when ya see this
1057991100995112962,1541079709,jamesie_2015,Yonder.,Dublin City,IE,Put the strap on Liger tbh
1057984247510810624,1541078075,sayanamk,"South Dublin, Ireland",Meath,IE,"@gautamnitin @HaldiramsOutlet Delicious looking 😋😋

Am sure, they taste divine

#indianfood #indiancuisine #food #Foodies #gastronomy"
1057983446390321152,1541077884,seamusactor,Galway and London,Galway,IE,@TipsOnActing Trek of course! Shatner..now that's acting..ish.
1057993625974591488,1541080311,ReitaDunne,Dublin,South Dublin,IE,Read it and weep @kendunne76 https://t.co/nabGIrfbzu
1057982251026268161,1541077599,MartleysCoaches,Portlaoise,Laois,IE,"Planning your Christmas Party?

Need Transport?

Call 057 86 20 888 to make your Booking.

#Laois #Portlaoise #Portarlington #Mountrath #Mountmellick #Abbeyleix #Durrow #Stradbally #Christmas #Party #Transport #Bus #MiniBus https://t.co/rD1degVF8v"
1057982263613370368,1541077602,StaceeyDineen,"Kerry, Ireland",Kerry,IE,@luvvpjm @BTS_twt Thanks so much for getting it for me. I searched in so many shops for it and couldn’t find it anywhere🙏🏼💜
1057980921415122946,1541077282,chloeob321,,Cork,IE,Faye hickey is a bad influence
1058109183239876608,1541107862,seanna68,"Galway, Ireland",Galway,IE,@supremepooleire One on Xbox right now the other watching an Ambulance programme on BBC! She’s thinking of being a doctor or nurse!
1058109371979362306,1541107907,rebecca_fiz,,Dublin City,IE,What’s it like to not feel sick over caring about people &amp; just have normal reactions IMAGINEEEE THOUGH
1058105932666859520,1541107087,stalkyturnip,,Kildare,IE,@JohnJohnboy721 @BBCchrismclaug Fair play to you. Always the minorities that mess it up for real football fans.
1058102392682700801,1541106243,LaineyB2011,Ireland,Dun Laoghaire-Rathdown,IE,@kellehmv @UCDPress Congratulations! It looks fab. Can’t wait to read it. (&amp; maybe find out who is guilty &amp; who is really innocent!) #UnsolvedCrime
1058102430401994752,1541106252,FAIZZALL,"Galway, Ireland",Galway,IE,@Ms_soofia جهنم و بأس المصير
1058112110889222144,1541108560,Watersun555,Dublin Ireland ,South Dublin,IE,US indictment accuses Chinese firm of stealing trade secretsp https://t.co/gBRHfZ4dm0
1058108298254258176,1541107651,Daveyfinnegan,"Cork, you langer!!",Cork,IE,"@keith_jones1976 Fucking ear poison, surprised at u..........🤘🙉"
1058112568039034882,1541108669,azizalghannam97,Dublin - ضاحية عبدالله السالم,Dublin City,IE,الكويت كلها كاشتة اليوم و لا يتراوالي؟ ⛺️
1058105752290779141,1541107044,meadowgroove,Dublin,Dublin City,IE,@Volger68 What kinda sauce or dip do you use with it as a raw snack? With broccoli I just put a bit of extra virgin olive oil and salt on it.
1058109007104299008,1541107820,Liampcahill,"Dublin, Ireland.",Dublin City,IE,"Ok, shower and face mask time. Look after yourself boys https://t.co/2AroQa8QpY"
1058106884769538048,1541107314,AnaglogsDaughtr,"Louth, Ireland",Louth,IE,"lol the way the photo is creased Lough Inagh looks like a donkey (Some donkey to own,Punchestown Chase &amp; Queen Mum Champion Chase winner)
The Sundance Kid &amp; Tommy @Stack_Racing left and Lough Inagh &amp; Sean Barker @punchestownrace 1973 https://t.co/EyBsOAVpyT"
1058113906034593794,1541108988,RobertBohan,"Dublin, Ireland",Dublin City,IE,Thread: Happy Birthday Antonio Canova (1757-1822) who was probably the greatest Neoclassical sculptor of his time. He had a gift for enshrining sensuality into his beautiful work &amp; creating masterpieces that still speak to us https://t.co/VWK9xXyfAQ
1058108713486180354,1541107750,tonyjosullivan1,,Cork,IE,"@chelseahandler I'm Irish and we think he's a fucking joke, please America vote blue, the future of the free world depends on it"
1058063981246640130,1541097085,tweetypie281,"Wexford, Ireland",Wexford,IE,https://t.co/TmvWS0SprI @AuryGaming guys please go check out Aury's &amp; Cyber's new YT Channel AASquad if you haven't already done so hit that Like 👍 Subscribe ✔ Notifications 🔔 &amp; Share 🐦 to join the AASquad Family today #RoadTo500Subs✔ the new AASquad GTA V Car #MonkeyNuts🥜 https://t.co/kjTcVShLob
1058060130854539264,1541096167,anti_meme_blog,,Fingal,IE,:(
1058065054992646146,1541097341,AnthonyICHH,"Dublin City, Ireland",Dublin City,IE,"Minister Murphy says; 

“Families are spending on average LESS than 6 months in temporary emergency accommodation”

Are we on the same planet here? Are we tackling the same crisis?

#HomelessCrisis"
1058061875693453312,1541096583,BroadbankCarole,,South Tipperary,IE,@BrianwDolan nice one @doctorcaldwell it's so nice to be told you've done your job well and to recognise the positive impact you make downstream to patient care
1058061875693453312,1541096583,BroadbankCarole,,South Tipperary,IE,@BrianwDolan nice one @doctorcaldwell it's so nice to be told you've done your job well and to recognise the positive impact you make downstream to patient care
1058065289873707008,1541097397,_Nibbler_,"Drogheda, Co. Louth",Meath,IE,"Half way through and can confirm, brilliant  #Daredevil"
1058061770831609857,1541096558,cuoreinviaggio,"Kilkenny, Ireland",Kilkenny,IE,"@HMQueenBee @HMQueenBee no ma brava, ignorami."
1058069995857547265,1541098519,Markcod47448261,"Cork, Ireland",Cork,IE,@corrie_fan_15 I hate this story
1058059732412440576,1541096072,rachelmc_mc,"Meath, Ireland",Meath,IE,@lfcisabelle @Chris__Moss @Conorseddo @niamhmcdermott @ladbible YES iz we’ll go halfers on a new hotel😊😊😊😊
1058067546400808961,1541097935,lynn_goonerette,Rep of Ireland ,South Dublin,IE,@Stuwilson1984 @SkySportsBoxing @BTSportBoxing @EddieHearn @frankwarren_tv Depends on the undercard
1058062374824017920,1541096702,f_leprechaun74,Ireland,Limerick,IE,"☘Happy Thursday everyone hope ye have a great day ☘️
Here is a nice shot from the woods side of the lake looking out across the park. ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
Shoot Location… https://t.co/Uq7XpPxqdf"
1058062504855773184,1541096733,allovus,Ireland,Cork,IE,Former President of Ireland Mary Robinson appointed as new Chair of @TheElders https://t.co/b74w9nAObH
1058062563563499521,1541096747,mmithpjm,"West Meath, Ireland",Galway,IE,Omg he’s so cute stop he ssooo excited :(
1058081156892102656,1541101180,mullgyz,,Dublin City,IE,"@Slayer @lambofgod 
 they wont let people mosh"
