tweet_id,tweet_created_at_ts,user_screen_name,user_location,tweet_place_name,tweet_place_country_code,tweet_text
1069059789571977216,1543718690,docko_924,Ireland,Dublin City,IE,I am not a well person
1069050016860381184,1543716360,vicbrunton99,"Dublin City, Ireland",Dublin City,IE,Tis the season to be a quirky gorl I LuV BouNtys YUMMMY the b e s t celebration- no best ANYTHINGEVERYTHING ever. I breathe sleep eat them ha don’t @@@@@ me
1069048985036488705,1543716114,GavBecton,Meath,South Dublin,IE,@RoyCurtis68 Three sons made it back to the Ma’s not long after meeting a wise old sage over Japanese Tapas:)
1068875928066015232,1543674854,LordBOM90,,Dublin City,IE,Smashed it 🤓 https://t.co/K85x1h1crW
1068872346109440001,1543674000,DannyAFC91,"Wexford, Ireland",Wexford,IE,@Leeroy_Westcott @AsylumTommy @MatchroomBoxing He's not going to shag you
1068875454097051654,1543674741,Cokeeffe1,Clonakilty Co.Cork Ireland,Cork,IE,@SkyBet tried 4 times to back Baveur d’air at enhanced 6/4 on the off and failed 4 times due to technical difficulties...Great service 👍👏
1068873063352201221,1543674171,martingg3667,Bray Co Wicklow,Wicklow,IE,@Lord_Sugar Price of oil I think. As most of them are taxi or truck drivers. As @SkyNews mentioned they are required to carry #TheYellowJacket in the cab or boot...
1068876938905821186,1543675095,belmont_gaa,Moystown Cross Offaly R42Y027,Offaly,IE,"3rd goal for Ronan Maguire 
Belmont 6-10 St.Brendans 1-14 53 mins gone"
1068874330040340480,1543674473,Flemo0017,"Dublin, Ireland",Fingal,IE,@JBEddison Useless
1068995327322144776,1543703321,MHMcGeehan,Ireland,Meath,IE,"@EggandChick @ChefNetworkIRL @ClaytonCardiffL @niall_hill @Stevehol85 @ninibrennan @AnnetteSweenITT @ElbowLaneCork @UlrichHoeche @JulianneForres2 @Dalatahotels Sorry I missed it, were you all doing insights? Bet that was interesting. Would of loved to have been there"
1068988356376317955,1543701659,muiriosa80,"Dublin City, Ireland",Dublin City,IE,https://t.co/zcijldWABu
1069000847017816066,1543704637,JadeBirdMusic,London,Kerry,IE,@MajellaODea @nakhaneofficial @OtherVoicesLive 💙💙
1068991745365614592,1543702467,Popsy45,Mullingar,West Meath,IE,@HawkWing2002 He was very impressive even had the temerity to impersonate 'the Fly' through the last.
1068998758267006978,1543704139,josephsinclair9,"Compton, CA",Dublin City,IE,Nout better than forgetting about Puga's fake tooth until it gets spat in a pint glass
1069002969323106304,1543705143,_poooop_,New England ,Dublin City,IE,I see u like my tweet @sabbiooo wanna make out?
1068944588818313217,1543691224,thejeckel,"Fingal, Dublin",Fingal,IE,@ktumulty @Acosta Did you uncover some of the nasty stuff too? Betting you didn’t
1068948367894556672,1543692125,joabee_,,Dublin City,IE,Mal ouço o disco do Baco e a senhorita @bibiancca já me mostra os plágio tudo
1068957188528504833,1543694228,AmandaFOates,,Fingal,IE,NO #scatmanjohn @DecPierce @TodayFM #stopthat 😂✋👋🤚 #BlockRockinBeats
1068957385656582145,1543694275,DaithiOLaoi,"Dublin , Ireland",Dublin City,IE,@amanda_damanda Unbelievable collage of tweets 👏👏
1068945238956408832,1543691379,aylivex,"Bray, Ireland",Wicklow,IE,"Неделя была сложная: каждый день в офисе, потому что начальство приезжало. Пришлось пропустить все свои занятия."
1068947206051454977,1543691848,DrMarkRowe,Ireland,Dublin City,IE,"You have to start if you want to be great. 

🙏❤️🦋📘

#SaturdayMotivation 
#SaturdayThoughts
#Greatness
#Shakespeare https://t.co/JWH6zfcBDQ"
1068950553131143168,1543692646,MarkMcFarlane29,"Dublin, Ireland",Dublin City,IE,@PaulMJ875 @CantBeFuckedPal
1068970073405222912,1543697300,LisaTDublin,Dublin,Dun Laoghaire-Rathdown,IE,@theivydublin this is terrible! We were there last night and your staff are so lovely!! Very very sad indeed 😢 https://t.co/HOF8SjzCCo
1068963148630319105,1543695649,paulinegalway,"Galway, Ireland",Galway,IE,Galway Greens marching with our colleagues young and not so young imploring the government to take action #HousingForAll https://t.co/Njey0f4LU7
