tweet_id,tweet_created_at_ts,user_screen_name,user_location,tweet_place_name,tweet_place_country_code,tweet_text
956708469897392129,1516932048,Highr0ller,Ireland. ,Kerry,IE,To treat flu.... https://t.co/azuRC3DS2n
956710596417937408,1516932555,Raisraja12,"Cork, Ireland",Cork,IE,@HennyKvtty 🤔
956710596417937408,1516932555,Raisraja12,"Cork, Ireland",Cork,IE,@HennyKvtty 🤔
956538919356698624,1516891624,jnfrcrk,Ireland,West Meath,IE,"fondly reminiscing about that time when I worked in Vodafone and a girl came in and told me her phone was broken, handed it to me, and then casually said it had fallen in the toilet"
956528391624318977,1516889114,TheVidacademy,"Cork, Ireland",Cork,IE,@LiamFitzg1 @EI_NewFrontiers @rubiconcentre It sure it Liam! Well it’s one of them anyway 😊
956527334655516672,1516888862,Lamhfada,"Galway, Ireland",Galway,IE,What? #DisclosuresTribunal. https://t.co/sPi5yJYzft
956660461868642304,1516920602,Fuaimeanna,"Blarney, Cork, Ireland",Cork,IE,@zuroph  https://t.co/44XND0tb4E
956656447944871938,1516919645,Davey_H,Dublin Ireland,Dublin City,IE,"I’ve never seen #Frozen. But I’m looking forward to seeing @AnnaGCork &amp; @Kaiwidd dance to that movie. Please say Kai will be wearing tights 😂. Love Movie week!! #HarryPotter, #BackToTheFuture and #PiratesOfCaribbean in the same show 🙌🏻🙌🏻🙌🏻"
956650039052505088,1516918117,OmarBaflah,"Dublin City, Ireland",Dublin City,IE,@3omarsaggaf @HussamAAlsaleh1 @gh_3661 والله عيب يبو جعفر ، خميس وما تلعب بلوت !
956653851658121216,1516919026,alanhow32,"Dublin, Ireland",South Dublin,IE,@glendabyrne @conor_pope Values don’t have to be religiously based to make sense for society and not all religiously derived values are bad for society either e.g. 1. abstinence has health benefits 2. fishing industry collapsed when no meat on Fridays stopped
956651410585681921,1516918444,TheVirtualOrg,"Wexford, Ireland",Wexford,IE,@IrishFarmerette Asked the hubbie his opinion on this one and he agrees
956658591213195264,1516920156,shanandhercanon,"South Dublin, Ireland",South Dublin,IE,@prlydrwnstrypes I’ve actually never read something as accurate that is US
956652236859461633,1516918641,Ajotalk,"Cork & Kerry, Ireland",Cork,IE,@SimonHarrisTD Fantastic news! Well done to all at Mallow General Hospital.
956650445900042240,1516918214,NatterIKH,"Waterford, Ireland",Waterford,IE,"Hmm this is a bit different, normally the dog would have been released.. nice change up. #releasethehounds"
956615373100634114,1516909852,lobr33zy,"Dublin City, Ireland",Dublin City,IE,@KurwaStronk Is this a Netflix original?? Hahah
956607840160026626,1516908056,amyelicox,"Dublin, Ireland",Dublin City,IE,whom is seeing Cupcakke with me https://t.co/7AsyAcByi8
956614605538779136,1516909669,Castletonian,Ireland,Dublin City,IE,@FionaKenny1 We need more strong women like you to maintain our traditions. '#BringBackGoodFriday
956605805889048582,1516907571,johnjnorton2003,"Dublin City, Ireland",Dublin City,IE,@myracingtips Chelmsford tips goin downhill very quick 😥😥😥
956605524883197952,1516907504,Mel_Navan,"Navan, Meath, Ireland",Meath,IE,#emmerdale Where's the phone?
956604916713377797,1516907359,ConkerIreland,Ireland,Dublin City,IE,"Topping and tailing the day with inspiration @ConkerIreland!  Listening to Adventurer @paultgleeson ""Pain is Temporary, Quitting is Forever"" #Resilience #TogetherWeCONKER https://t.co/JvXrKsLsLW"
