tweet_id,tweet_created_at_ts,user_screen_name,user_location,tweet_place_name,tweet_place_country_code,tweet_text
1046938673747513344,1538444605,Shulain,"Dublin, Ireland",Dublin City,IE,من تبدأ تفكر بمنظور خارج قوقعتك تحت أسس ..راح تفكير بالحياة بطريقة سلمية وباستقامه ⚡️
1046939877521203200,1538444892,steconroy94,"Dublin,Ireland",South Dublin,IE,"@dainadaly96 Yes,sleeping with someone who’s just after doing tan"
1046754984208084992,1538400810,Arnoni86,"Dublin City, Ireland",Dublin City,IE,"@TitiMourah Antes disso venha fazer um tour aqui, posso ser seu guia de boa sem custo eu prometo rs"
1046750697637785600,1538399788,_Jenn_Jem,"Dublin City, Ireland",Dublin City,IE,@bleuribena Amen oo amen
1046750177560809472,1538399664,pmobsligo,,Dublin City,IE,Interesting.
1046749447718400001,1538399490,Skinaldo7,,Meath,IE,One bedroom flat because that’s what it is 419sqft for 310.000 🙈🙈🙈🙈 How ?? https://t.co/IQON2hTITE
1046748994741948416,1538399382,Zoemcquillan11,Ireland,Meath,IE,Whoop whoop
1046749003138961409,1538399384,xLisa_Elliottx,DUBLIN ----- IRELAND,Fingal,IE,"SO I AM IN WORK &amp; MY @BTSLDNWristband PACKAGE ARRIVED &amp; THIS IS MY MOTHER'S REACTION 🤣😂😂🤣😂🤣😂🤣

#BTS #BTSLoveYourselfTour #BTSLoveYourselfTourLondon https://t.co/8pW4SifWcd"
1046752702523293696,1538400266,thomas_kassidy,"McKinney, TX",Meath,IE,#Newgrange #Ireland #Travel #TravelIreland https://t.co/ARHN6aH0pq
1046871485216952322,1538428586,trubega8,Boston,Dublin City,IE,"Finally, someone gets it #85days https://t.co/dXosgIW0OC"
1046873322330492928,1538429024,HangBlaa,"Waterford, Ireland",Waterford,IE,"@jasonomahony @Paula14mcbride Remember when the English sent gunships to prevent Ireland from leaving the UK?  Very Stalinist.
#brexit
#brexitshambles"
1046868196874178566,1538427802,joyceocarroll,"Waterford, Ireland",Waterford,IE,"October is #BreastCancerAwarnessMonth It is important to be #breastaware this means knowing what’s normal for you .
Whatever you call them, be sure to check them 💞 https://t.co/onKxu1wEer"
1046876874889207808,1538429871,ORNAHCSJB,"South Dublin, Ireland",South Dublin,IE,“ILL GET YOU AT THE OTHER SIDE” I’m soft😭
1046870994487562245,1538428469,jesysdaddario,Idris,Fingal,IE,@hopeofausty I wish I never asked 😭😭
1046870373701177345,1538428321,macbubbins,Clare,Dublin City,IE,"@depressionnote @MarianKeyes Get up and do it. The thinking about it is limiting you. 
Then go back and think about the next thing. 
Then, get up and do it.
One. By. One.
Not all together.
One. By. One."
1046878162548928514,1538430178,KickAssCantona2,Ireland,Dublin City,IE,@ManUtdMrs Tomaz
1046868662458683393,1538427913,Mosfido,"Dublin City, Ireland",Dun Laoghaire-Rathdown,IE,@Kohrsy0513 @paddypower I want halves ..just like the cheesecake
1046868683409248256,1538427918,Laurasbakedcre1,"Annacotty Limerick, Ireland",Limerick,IE,@WeddingChatIre Hello @WeddingChatIre how's everyone tonight? #weddingcakecreator #laurasbakedcreations https://t.co/7aBuLNW6sw
1046871833335803911,1538428669,1Dloverxooxx,Ireland,Ireland,IE,She’s not afraid was so underrated that bitch had my young self bopping  around like I was high
1046835636471255040,1538420039,drcatherine_1,London,Mayo,IE,"If only all airports were like @Irelandwest. Super efficient,incredibly friendly, always helpful. #knock airport goes from strength to strength and all the hard work is greatly appreciated. A fantastic gateway to @MayoDotIE @wildatlanticway @MayoNorth  and the West of Ireland☘️"
1046822277625647104,1538416854,LouGadot,Valux,Galway,IE,A Simpsons meme just made me cry......with laughter.
1046830922098774016,1538418915,SoDuTw,Dublin,South Dublin,IE,"@somaniaakash @AssaultDriver Do you not watch the show?

Weren’t you just complaining about WWE not pushing more people?"
1046822990674104321,1538417024,meadowgroove,Dublin,Dublin City,IE,@Maebhcon @AkiDwA No but they sure as hell should be prosecuting anyone who takes a child out of the jurisdiction in order to butcher them.
1046836840240754694,1538420326,titianlocks,ireland,West Meath,IE,"@williamhboney1 Loosing a child is bad enough but having no where private ( ie your own home) to mourn the loss of your child but be awful. Poor woman, my sincere condolences 😪"
1046836626356342784,1538420275,WexfordChamber,"Wexford, Ireland",Wexford,IE,"@wexfordobrien @wexfordcoco Yes! #WexBizSummit is taking place on Wednesday, not tomorrow!!"
1046833547741483009,1538419541,RobertBohan,"Dublin, Ireland",Dublin City,IE,"Serebriakova travelled to Italy as well as studying in Paris (1902-6). She married in 1905. In the Studio, Braz (1906), In the Studio, Paris (1906) &amp; Self-portrait (1907). It has been said of her that all her paintings exude happiness (with just a few exceptions) https://t.co/EKGDsHRKOm"
1046826375452221441,1538417831,frankfallon41,"Dublin City, Ireland",South Dublin,IE,Any team that wins the league deserve it no matter how many players are injured or not for any other team
1046828384553197568,1538418310,Stetz77,Dublin,South Dublin,IE,@oktoberfestdub your finished up this Saturday the 6th what time you closing at ??
1046833627399671809,1538419560,KeithBrowne82,Dublin,Dublin City,IE,@platinumjones Such a cool console and game 😊
1046834415954006017,1538419748,celticbhoy64,,Louth,IE,"@Jackie__Moran @jamesdundalk @Curtis__94 First one a bit obvious but 
3 Little Birds - Bob Marley
This Is The One - Stone Roses
Pounding - Doves
Black &amp; White Town - Doves
Song 2 - Blur"
1046845082081595392,1538422291,caoimh_corcoran,"Cork, Ireland",Cork,IE,When you make it in to college into  at 9am on Friday after being out the night before 😂
1046844222228369408,1538422086,StephenPower10,Ireland,Kildare,IE,Zaha at Arsenal please
1046849242801815560,1538423283,LouGadot,Valux,Galway,IE,@shanedawson Shane the only person that's iconic is you right now #TheKingOfYouTube .
1046847577671569408,1538422886,Eire_Scouser,Deep in the heartland of Éire,Laois,IE,"I’m a scouser and even the the hardest of hardcore scousers will tell you Roy Keane was a proper player.

It’s not always what you do with the ball that’s makes you a great player but it’s for some players what they can do without it. 

Richard Keys in a nutshell 🤡"
1046846596212826112,1538422652,hrvysangelx,"Dublin City, Ireland",Cork,IE,If i was paying £100 to meet harv I’d be expecting candle lit dinner and him singing to me
1046846696884502533,1538422676,whychoose3,Dublin,Dublin City,IE,@CiciBrowne
1046849049872224257,1538423237,MaryadeIsHere,Ireland,Longford,IE,I apologise @StarinaJohnson ; I hadn’t appreciated that I/we were causing annoyance to you. I’m sorry.
1046841735010295809,1538421493,seanmendesfan1,"Cork, Ireland • 20 • UCC",Cork,IE,Fuck sake I want to be a witch so I can make people like me and do what I say x also maybe telekinesis would be cool too x x
1046850475923034114,1538423577,CliffatLyons,"Kildare, Ireland",South Dublin,IE,@cliffhousehotel Congratulations big sis! 💫#threewordtweet #TheATeam
1046840174733332481,1538421121,WritersWeek,Listowel Co Kerry Ireland,Kerry,IE,@StefPreissner You go lady! #success
1046838572521803777,1538420739,BrianKiely2," Ireland",Cork,IE,Just £83.1 million of public money is committed each year to dementia research despite the incurable condition being the U.K.’s biggest killer. By contrast cancer scientists receive £269 million of public funds! #Dementia #TheDailyExpress #Healthcare #Researchfunding #Strategy
1046842133477511168,1538421588,StevieGrainger,"Cork City , Ireland",Cork,IE,@delzer @KobeDesigns @KillianM2 They still crying about the pen? 🤣
1046840430577487872,1538421182,KarenCoakley1,Kenmare ,Kerry,IE,@TheHonestProj @StTolaCheese @Catalyst_IW @itcarlow @CarlowLEO @LEOTipperary @GabCarroll Siobhan is one amazing lady alright 😉
1046848739485343744,1538423163,veloreds,Fermoy/Castlelyons,Cork,IE,@Paudie78 I know yah.. Shocking stadium
1046848760469487616,1538423168,ollieandpenny,**New Bandana**👇🏻🦊🐻🍃,Meath,IE,@ediesausage Ah no!😬
1047002628507537408,1538459853,IlacCentre,Dublin City Centre,Meath,IE,Pop into the store in the Ilac today.
1046994218927960064,1538457848,creativeendev,"American in Dublin, Ireland ",Dublin City,IE,"@Donelsonfiles @HenryLeerhenry @PentimentoFilm @ZanneQuinn @BrandyGardener @ArtFilmCinema @MichaelSDoyle @artsxdesign @ArtLify @BIMbelieveinME @artvanti @chifilmnews I haven’t tried Guinness yet. I’m waiting for the perfect time. Hey..., I’m a vegetarian. You aren’t suggesting that BBQ is going on any chicken wings? Oh, no! 😂"
1046649895912951810,1538375755,DarraghMcKenna,"Dublin City, Ireland",Dublin City,IE,@wr6warren Get into model planes or trains ?
1046926501906714624,1538441703,Faherty87,Ireland,Dublin City,IE,"@danielliamh Just watched it, fucking hell"
1046678270408880128,1538382520,kevosullivan07,Co. Cork ,Cork,IE,@OpinionLine96 hope he doesn't go around and around and around... https://t.co/gDrigu9nfG
1046672276744278017,1538381091,cian_mccormack,Ireland,Dun Laoghaire-Rathdown,IE,@DunneDarren @KineticaSports @ULimsport Mega Monday
1046684331157204992,1538383965,anthony14271803,"South Dublin, Ireland 🇮🇪",South Dublin,IE,"Weiss - Our Love 
@Weiss_UK https://t.co/IPaCdN73ns"
1046673568572928000,1538381399,tmj_dub_itqa,"Dublin, Ireland",Dublin City,IE,"We're #hiring! Read about our latest #job opening here: Originations Quality Assurance Administrator – Dell Financial Services - https://t.co/7x0gX9fMwD #DellJobs #QA Dublin, County Dublin #CareerArc"
