tweet_id,tweet_created_at_ts,user_screen_name,user_location,tweet_place_name,tweet_place_country_code,tweet_text
1024834217715425282,1533174492,dperdi92,"Dublin, Ireland",Fingal,IE,Holy moly 🐶🐶❤️❤️
1024825606809288705,1533172439,Stef_Fortig,Ballyhaunis,Mayo,IE,"please don't send me snaps of you snorting MD, coke or any type of drugs, thank you v much."
1024647667652210689,1533130015,mcreedon,,Kerry,IE,@CrossFitGames live feed on Facebook not working..
1024654537922150400,1533131653,CEOLCEB,"7/8 Patrick St, Limerick, Ireland",Limerick,IE,@leo_limerick Great idea
1024649840310083584,1533130533,PriceChanges,Ireland,Galway,IE,"⇩ 20.83% €120K ⇨ €95K https://t.co/F2vHqCYZPE Plot A Derrymoyle, Glann Road, Oughterard, Galway #galway #oughterard"
1024645423712088066,1533129480,Star_Warts,Dublin,Dublin City,IE,Me when I start redecorating the entire house while everyone's in work
1024650507229573120,1533130692,CormacRussell,"Ireland, UK, Global",Dun Laoghaire-Rathdown,IE,@StoryJournals That’s brilliant Kane! Do you mind me asking what’s the fund? C
1024641636276428800,1533128577,oliveBK,,South Dublin,IE,"@PhelanVicky Thank you for what you have done. You were brave and selfless, and an inspiration to all right minded people."
1024652625336324097,1533131197,_dmurphy_,"Dublin City, Ireland",Fingal,IE,Three lads chase a fish.
1024772649535369216,1533159813,paulykinsella,Dun Laoghaire,Dun Laoghaire-Rathdown,IE,A-Mazing night in Dublin - thank u @Arsenal https://t.co/4kNWRH471i
1024765963802173447,1533158219,DrummondHGarlic,"Baltray, Co Louth, Ireland",Louth,IE,@MichaelsCoDub You know you are killing me with my full fat flavor potato dish feck feck feck 😲😲⛱⛱🤩🤩🤠🤠
1024761698199195648,1533157202,lostfoundpets,Ireland,Fingal,IE,"A male dog was found on 29/07/2018 in Church Road, #Swords, Fingal https://t.co/9iU3AdTPRt #fpie https://t.co/Vmw0dDn2Kr"
1024761920509956096,1533157255,lllihp,dublin ,Limerick,IE,Back home in the kingdom” KERRY cold n raining but I lv it 😘 https://t.co/2fUQYVBfSN
1024767469590863875,1533158578,MailoPower,"Waterford, Ireland",Waterford,IE,Every changing #sea #August 1st #Irish #summer 🎨 #detail https://t.co/ffO6xk6JlB
1024775006725840897,1533160375,LadySineadNora,Galway,Galway,IE,*put yourself first in life
1024765338850914309,1533158070,Doyle15Colin,"Dublin City, Ireland",Fingal,IE,#Iambloggersunveiled https://t.co/hG9SpmeATJ
1024772263667748870,1533159721,SeanDTwomey,Peoples' Republic of Cork,Cork,IE,@RBKfotball @Turners_Cross is a tie #CCFC84 can have a serious chance of #victory #CITYINEUROPE
1024764529362788363,1533157877,tarsilakruse,"Dublin, Ireland",Fingal,IE,@giovanamedeiros  https://t.co/VleumlVtTE
1024762356721770496,1533157359,donalhunt,"Cork, Ireland",Cork,IE,"@Finnegan2S @righttobikeit @corkcitycouncil @GardaTraffic @CorkChamber @CBA_cork @Buseireann @DubCityCouncil The N40 is at a standstill more and more with or without the bus corridor being implemented. The Dunkettle interchange changes will help.

For folk like yourself, it's unlikely pub. transport will ever be an option. For others, they have a choice and they are the target audience."
1024767855462637576,1533158670,fionamcpartlan,Dublin,Dublin City,IE,@tebiflex I amnt saying anything that isn’t true 🐸 ☕️
1024768635594858498,1533158856,Milltowncarpark,Sligo ish,Sligo,IE,"Ciaran Kelly, brilliant,  brilliant, brilliant"
1024766135777026058,1533158260,seanguil,"Annascaul, Co. Kerry.
",Kerry,IE,"@Kerrys_Eye I meet that doctor in the maternity ward 6 weeks ago today. He examined my daughter just after her birth. His a good guy, very helpful and friendly."
1024768220371279883,1533158757,ahverdygood,"Dublin City, Ireland",Dublin City,IE,@Iesbianmom haha yeah i think it's supposed to mean interests
1024769059194384384,1533158957,Ciara_H0ward,Dublin,Fingal,IE,All a bit of a blur ✨ https://t.co/2QK5BFGJ9f
1024762008594472972,1533157276,GregCantyFuzion,"Cork, Ireland",Cork,IE,@UncommonMagpie @UCC @ImperialCork @TourismIreland We’ll put up with him too !!
1024727271381377025,1533148994,daniel_breen123,"Carlow, Ireland",Carlow,IE,#readingfc
1024724746410319872,1533148392,Kate_152,Neverland ,Cork,IE,@celebratingpaj @brookybirdman @BrooksFaveHug @Adoringfovvs @acidicfowler @adxringandy @ryesqueenbee @RoadTripTV @kiayabond For sure x
1024730014422577153,1533149648,shambat,,Dublin City,IE,@Anas_Abdalla حمد لله علي السلامة ياانس
