tweet_id,tweet_created_at_ts,user_screen_name,user_location,tweet_place_name,tweet_place_country_code,tweet_text
956708469897392129,1516932048,Highr0ller,Ireland. ,Kerry,IE,To treat flu.... https://t.co/azuRC3DS2n
956710596417937408,1516932555,Raisraja12,"Cork, Ireland",Cork,IE,@HennyKvtty 🤔
956710596417937408,1516932555,Raisraja12,"Cork, Ireland",Cork,IE,@HennyKvtty 🤔
956710789355798533,1516932601,DarrenTerritt1,,Laois,IE,"@SamWiseRiehn2 Scratch that, fuckin love it"
956535920399962114,1516890909,Holymackers,Dublin,Dublin City,IE,"Chefs! Who of you out there have started cooking with seaweed in recent years and what do you like to use it for? 
#journorequest"
956536000116920320,1516890928,LadySineadNora,Galway,Galway,IE,@irishfantv @paulnealon90 I am just so sorry hahahah
956538919356698624,1516891624,jnfrcrk,Ireland,West Meath,IE,"fondly reminiscing about that time when I worked in Vodafone and a girl came in and told me her phone was broken, handed it to me, and then casually said it had fallen in the toilet"
956528228067311616,1516889075,PCDratt,Kildare,Kildare,IE,"Bought my first bottle of Coke in months and now I feel guilty! Need it though, can't function on 8 minutes sleep!"
956528391624318977,1516889114,TheVidacademy,"Cork, Ireland",Cork,IE,@LiamFitzg1 @EI_NewFrontiers @rubiconcentre It sure it Liam! Well it’s one of them anyway 😊
956527334655516672,1516888862,Lamhfada,"Galway, Ireland",Galway,IE,What? #DisclosuresTribunal. https://t.co/sPi5yJYzft
956660461868642304,1516920602,Fuaimeanna,"Blarney, Cork, Ireland",Cork,IE,@zuroph  https://t.co/44XND0tb4E
956656447944871938,1516919645,Davey_H,Dublin Ireland,Dublin City,IE,"I’ve never seen #Frozen. But I’m looking forward to seeing @AnnaGCork &amp; @Kaiwidd dance to that movie. Please say Kai will be wearing tights 😂. Love Movie week!! #HarryPotter, #BackToTheFuture and #PiratesOfCaribbean in the same show 🙌🏻🙌🏻🙌🏻"
956650039052505088,1516918117,OmarBaflah,"Dublin City, Ireland",Dublin City,IE,@3omarsaggaf @HussamAAlsaleh1 @gh_3661 والله عيب يبو جعفر ، خميس وما تلعب بلوت !
956653851658121216,1516919026,alanhow32,"Dublin, Ireland",South Dublin,IE,@glendabyrne @conor_pope Values don’t have to be religiously based to make sense for society and not all religiously derived values are bad for society either e.g. 1. abstinence has health benefits 2. fishing industry collapsed when no meat on Fridays stopped
956657173542600704,1516919818,darraghs,Near a button,Sligo,IE,That’s juicy as f**k - Drinking a Saturate by @whiplashbeer @ Ballintogher  — https://t.co/6mfmM3ujRa #photo
956653465786253317,1516918934,IrishJaguar,New Ross ➡️ Waterford ➡️ Cork,Cork,IE,@Jagman13 Brunell isn't even a Top 10 Jaguars QB.
956651410585681921,1516918444,TheVirtualOrg,"Wexford, Ireland",Wexford,IE,@IrishFarmerette Asked the hubbie his opinion on this one and he agrees
956658591213195264,1516920156,shanandhercanon,"South Dublin, Ireland",South Dublin,IE,@prlydrwnstrypes I’ve actually never read something as accurate that is US
956652236859461633,1516918641,Ajotalk,"Cork & Kerry, Ireland",Cork,IE,@SimonHarrisTD Fantastic news! Well done to all at Mallow General Hospital.
956650445900042240,1516918214,NatterIKH,"Waterford, Ireland",Waterford,IE,"Hmm this is a bit different, normally the dog would have been released.. nice change up. #releasethehounds"
956615373100634114,1516909852,lobr33zy,"Dublin City, Ireland",Dublin City,IE,@KurwaStronk Is this a Netflix original?? Hahah
