tweet_id,tweet_created_at_ts,user_screen_name,user_location,tweet_place_name,tweet_place_country_code,tweet_text
1004474726385946624,1528320411,tonyismyname,"Limerick/Monaghan, Ireland",Limerick,IE,@ELangfordMusic Emails. Work emails.
1004473031887151104,1528320007,James_C001,"Wicklow, Ireland",Wicklow,IE,@SarahMc1986 I would seriously doubt he is that thick..
1004482661996482560,1528322303,ivanmurphy1970,"Cork, Ireland",Cork,IE,@TheSullis  https://t.co/C0jwDVEn5C
1004478186657284096,1528321236,MarkONeill72,"Dublin, Ireland",South Dublin,IE,@NickyByrne @socceraid @10DowningStreet Brill nic nac 😄
1004478627063451648,1528321341,PaulDrummond1,"Cork, Ireland",Cork,IE,What a tune! https://t.co/E4geHakjSB
1004479398819647489,1528321525,duffily,"Limerick, Ireland",Dublin City,IE,@PadraicVALLELY Thanks Padraic!
1004474776692445184,1528320423,Watersun555,Dublin Ireland ,South Dublin,IE,"Cabinet approves appointment of four judges after court pleas
via @IrishTimes
https://t.co/eCVHODgoC3"
1004432716220325889,1528310395,ahkhdublin,"Dublin City, Ireland",Dublin City,IE,"@basiaebelin @KamilMakarski @RobertWinnicki Tarczyński mnie zablokował jak tylko zaczełam pisać na temat żydów, mimo, ze na swoim wallu bez wyzisk ale był jedym z uczestników rozmowy i taka to niespodzianka... Karierowicz i tyle..."
1004437493540950016,1528311534,dcahughes,"Cork, Ireland.",Cork,IE,"@JeffSkversky Let’s face it, the revoking of the #Eagles invitation to the White House wasn’t about patriotism or respect for the stars &amp; stripes.
It was just another Trump distraction tactic &amp; and a timely dog whistle to his racist &amp; neo-nazi base."
1004435618691207168,1528311087,elaineoneill570,"Kilkenny, IRELAND",Kilkenny,IE,"Don't regret the mistakes you did in the past. Instead, let it serve as a reminder of the things you should never do again and the types of people that you should avoid in order to have a better future."
1004433928365772800,1528310684,JohnnyH1857,"Dublin, Ireland",Fingal,IE,"It’s a smokescreen for Allison, or something. https://t.co/QZTuOOoUB9"
1004430170294538240,1528309788,05Yap,"Ireland, Dublin ",South Dublin,IE,Michael Ketterer: Father Of 6 Scores Golden Buzzer From Simon Cowell - A... https://t.co/2lBLztDz8g via @YouTube
1004447668930777089,1528313960,JimmyNorman,"Galway, Ireland",Offaly,IE,@MicMacSuibh And ‘accidental’ as well no doubt!
1004448201611599872,1528314087,Watersun555,Dublin Ireland ,South Dublin,IE,https://t.co/bDX82YzUNJ
1004443638200324096,1528312999,DingleHolsteins,"Kerry, Ireland",Kerry,IE,@gussyjim @FJDairy Well said can't think of any other business that carries out work but won't know what price they will get until a month after
1004445886326431744,1528313535,brianphelan16,"Wicklow, Ireland",Dublin City,IE,@Gilly0151_2 I've no problem but some are saying he's if we don't get dembele or pulisic that's a big difference imo
1004440626677592066,1528312281,Watersun555,Dublin Ireland ,South Dublin,IE,http://217.218.67.231/Detail/2018/06/06/564150/Iran US sanctions EU JCPOA
1004444611283247104,1528313231,plantingtheoar,Dublin Ireland,Dun Laoghaire-Rathdown,IE,@rte winsummer
1004450349095235584,1528314599,NewToMyHome,Ireland,Clare,IE,"Granaghan More, Newmarket on Fergus, Co Cla.. ⇨ €400,000 | 5 Bed Detached House 233 m² .. | https://t.co/NOnHvNT17V | #clare_1"
1004596809963048960,1528349518,AngelBunny1997,"Cork, Ireland",Cork,IE,Check out my Peak Brain Score! What's yours? #peak https://t.co/H3dwA0s8Hf
1004597992773619713,1528349800,CiaraRoooo,"Dublin City, Ireland",Dublin City,IE,Home ❤ https://t.co/QpanA2gXG4
1004513464952541185,1528329647,bloominqpjm,ireland,Cork,IE,Hitman bang Is Such a Cutie Honestly Imagine him As Your Dad Coming home With Candy floss &amp; stuffed Toys He Won At The Carnival https://t.co/ZhZSbqvXFW
1004514027014443008,1528329781,SasaSmitty,cork ireland ,Cork,IE,Lauren killed that 😍 love the new songs drop them #HFKTourSaoPaulo
1004516287735791616,1528330320,denisemulvaney,"Sligo, Ireland",Sligo,IE,"Stick it in the diary! 
#Sligo #Foodie #Events https://t.co/ypku1hbZLg"
1004569857390776320,1528343092,moabbas98,"Dublin City, Ireland",South Dublin,IE,"The key is to drag it out. Make it long and do more reps, low sets. Take longer breaks bc you can’t work till exhaustion https://t.co/izSsgjrn6K"
1004415829935607808,1528306369,lynchy010,"Cork, Ireland",Cork,IE,@DundrumMuscles @Bkellacher67 Disgraceful
1004410427701424129,1528305081,Watersun555,Dublin Ireland ,South Dublin,IE,https://t.co/QC3bRkmR69
1004413695039016960,1528305860,jmaher0,"Cork, Ireland",Cork,IE,@LaceyDermot @RTENewsAtOne Scouting did themselves no favours in making representations to be exempt either!!!!!
1004415171429851137,1528306212,_nikhilmisra,"Dublin City, Ireland",South Dublin,IE,@dublinbusnews — I have been waiting at the terminus for last 20 minutes. Stepped here at 18:10
1004412906526707712,1528305672,janet_mcl,"Dublin City, Ireland",Dublin City,IE,@carolecadwalla Each time I see him I get the weird feeling that I’m watching a BBC drama of someone playing him.
1004495689492164609,1528325409,elparkojr_,Ireland,South Dublin,IE,WABBIT SEASON
1004485983897903104,1528323095,DaylsPringle,"Mayo, Ireland",Mayo,IE,@CroninDayl @DUALIPA @CalvinHarris That would be class this is an amazing dance Dayl you’re a brill teacher 🙌🏻🙌🏻🙌🏻😍😍😍❤️❤️
